Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,D,T10,A,D-T10-A,PIPO-L-D-T10-A,,,2014,0,0,0,0,0,100,RINGWIDTH,1,NotAFile,3/16/2015 16:38,                   ,,1949 11145 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],254.0000 8476.0000 268.0000 186.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,174.9099,0.201,0.475,0.306,1.099,1.014,1.013,1.245,0.886,0.675,1.33,0.539,0.444,0.687,0.179,0.963,1.92,1.714,1.836,0.889,1.904,1.1,1.12,1.735,1.164,1.522,1.245,1.748,1.411,2.315,1.172,1.444,2.356,1.612,1.612,1.715,1.736,1.172,0.402,1.312,1.396,1.303,1.261,0.465,0.84,0.482,1.471,1.521,1.113,1.474,2.016,0.842,0.254,0.423,0.779,0.952,0.19,1.416,2.264,1.418,1.477,1.099,1.416,2.068,0.739,1.013,2.574,1.268,1.205,1.143,1.777,2.095,2.494,2.889,3.098,1.8,2.365,3.266,2.847,2.512,2.219,1.752,2.139,2.91,1.696,3.726,3.465,3.128,3.816,3.957,2.957,2.89,2.864,3.158,3.583,3,3.85,3.178,2.752,4.253,0.749,,,,,,,,,,,,,,,,,
PIPO,L,D,T10,B,D-T10-B,PIPO-L-D-T10-B,,,2014,0,0,0,0,0,95,RINGWIDTH,1,NotAFile,3/16/2015 16:38,                   ,,1949 11145 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1663.0000 9879.0000 1752.0000 1198.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,183.5531,0.445,0.86,0.358,1.267,1.354,0.952,1.413,0.855,0.813,1.431,0.59,0.464,0.757,0.202,0.994,1.938,2.051,2.389,0.91,2.585,1.407,1.777,1.948,1.282,1.589,1.548,1.575,1.647,2.475,0.881,1.255,2.337,1.777,1.51,1.745,2.156,1.347,0.652,1.606,2.05,1.329,1.726,0.606,1.002,0.5,1.648,2.3,1.582,1.553,2.495,1.035,0.313,0.61,1.026,1.426,0.107,2.19,2.889,1.712,1.918,1.072,1.794,2.487,0.792,1.497,2.324,1.005,1.579,1.386,2.557,2.268,3.053,2.925,3.385,2.315,2.059,3.259,2.511,2.088,2.303,1.703,2.244,3.023,1.949,3.552,3.769,3.076,3.643,3.773,3.267,3.031,4.409,4.493,5.496,0.766,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,E,T2,A,E-T2-A,PIPO-L-E-T2-A,,,2014,0,0,0,0,0,109,RINGWIDTH,1,NotAFile,3/16/2015 17:05,                   ,,2146 12425 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],384.0000 10060.0000 198.0000 168.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,209.3654,0.246,0.209,0.377,0.695,0.589,0.752,0.75,0.771,0.896,1.209,0.584,0.549,0.077,0.543,0.731,1.209,1.224,1.519,0.759,2.126,1.223,1.299,1.017,0.849,0.952,0.833,1.446,1.548,1.504,0.961,1.044,2.063,1.868,1.05,1.521,1.305,0.928,0.106,0.718,1.395,0.803,1.246,0.634,0.57,0.654,1.263,1.281,1.218,1.742,1.847,1.355,0.855,1.355,1.292,1.26,0.372,1.573,1.869,1.125,1.239,1.053,1.368,1.495,0.664,0.913,1.458,1.429,1.586,0.855,1.711,1.482,2.027,2.192,1.862,0.975,1.38,1.856,1.748,1.872,1.281,1.221,1.582,1.41,1.297,1.946,2.781,2.106,3.397,3.002,1.721,2.964,2.959,3.221,4.022,4.317,5.419,2.794,3.183,5.164,4.841,4.63,4.033,5.403,8.061,4.65,5.91,7.587,9.897,1.092,,,,,,,,
PIPO,L,E,T2,B,E-T2-B,PIPO-L-E-T2-B,,,2014,0,0,0,0,0,106,RINGWIDTH,1,NotAFile,3/16/2015 17:05,                   ,,2146 12425 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1845.0000 10674.0000 1728.0000 762.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,209.7664,0.177,0.359,0.296,0.571,0.592,0.804,0.76,0.928,0.968,1.325,0.758,0.752,0.07,0.591,0.76,1.225,1.057,1.67,0.613,1.971,1.181,1.267,0.994,0.804,0.923,0.852,1.312,1.701,1.676,1.196,1.181,2.392,1.956,1.549,1.417,1.488,1.247,0.334,1.183,1.842,0.909,1.46,0.904,0.845,1.13,1.508,1.799,1.867,2.051,1.761,1.205,1.1,1.255,1.351,1.052,0.589,1.576,2.023,1.1,1.325,1.201,1.886,2.008,0.99,1.4,2.297,2.114,2.512,2.043,2.214,1.894,2.519,3.004,2.709,1.454,1.078,1.841,1.987,1.848,1.742,1.215,1.251,2.151,1.477,2.833,2.996,2.472,3.265,3.255,1.834,2.495,2.614,2.407,3.532,3.435,4.383,3.297,2.903,4.213,4.072,4.432,3.816,5.654,6.27,3.801,0.843,,,,,,,,,,,
PIPO,L,E,T7,B,E-T7-B,PIPO-L-E-T7-B,,,2014,0,0,0,0,0,108,RINGWIDTH,1,NotAFile,3/16/2015 17:26,                   ,,2146 11440 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],364.0000 9196.0000 278.0000 260.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,189.107,0.247,0.146,0.228,0.488,0.226,0.506,0.422,0.442,0.316,0.442,0.188,0.078,0.042,0.241,0.443,0.759,0.867,1.143,0.339,1.544,1.014,0.845,0.423,0.317,0.47,0.984,1.788,1.708,1.54,0.93,1.057,2.198,1.289,0.175,0.67,1.161,1.288,0.839,0.725,1.819,1.133,1.062,0.815,0.884,0.654,1.476,0.909,1.079,1.185,1.566,0.656,0.486,0.74,0.613,0.968,0.127,1.223,1.455,0.695,0.694,0.676,0.825,0.888,0.106,0.739,1.306,1,1.375,0.887,1.566,1.947,2.412,2.348,2.306,1.608,1.354,2.093,2.003,1.707,1.988,1.27,1.713,2.77,1.672,2.919,3.362,2.96,4.229,3.682,2.37,3.005,3.026,2.709,4.465,4.697,4.296,3.278,4.186,6.305,6.941,5.925,5.184,5.967,6.126,5.176,5.203,4.932,1.644,,,,,,,,,
PIPO,L,E,T7,A,E-T7-A,PIPO-L-E-T7-A,,,2014,0,0,0,0,0,99,RINGWIDTH,1,NotAFile,3/16/2015 17:26,                   ,,2146 11440 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1822.0000 8014.0000 1776.0000 1706.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,133.4897,0.226,0.185,0.159,0.581,0.308,0.48,0.482,0.418,0.418,0.444,0.2,0.062,0.126,0.328,0.363,0.758,0.992,1.562,0.408,1.539,0.84,1.043,1.024,0.456,0.63,0.784,1.328,1.551,1.587,1.035,1.474,2.729,1.392,0.817,1.355,1.275,0.874,0.166,0.998,1.769,1.041,0.697,0.57,0.738,0.527,1.093,1.019,0.791,1.105,1.425,0.696,0.505,0.42,0.505,0.653,0.061,1.038,1.388,0.629,0.936,0.853,0.787,1.509,0.3,0.787,1.486,1.038,1.303,0.918,1.74,1.756,2.715,2.989,1.418,1.055,1.677,2.121,2.024,1.549,1.677,1.201,1.536,2.558,1.498,3.03,2.65,2.561,2.945,3.635,2.389,3.048,2.524,3.291,3.245,4.263,3.338,2.928,3.436,1.241,,,,,,,,,,,,,,,,,,
PIPO,L,C,T4,A,C-T4-A,PIPO-L-C-T4-A,,,2014,0,0,0,0,0,73,RINGWIDTH,1,PIPO-L-C-T4_both.tif,4/15/2015 14:48,                   ,,1969 8802 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],333.0000 6744.0000 300.0000 231.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,137.826,1.134,1.364,1.178,1.852,1.837,1.325,1.46,1.382,1.325,1.644,1.008,0.769,0.021,1.374,1.221,2.363,1.996,3.35,1.455,2.789,1.757,1.735,2.726,2.243,1.27,1.735,1.925,2.074,1.931,1.374,2.067,2.641,2.11,1.469,1.587,2.262,1.587,0.526,1.784,2.065,1.481,1.607,1.396,2.009,1.946,3.111,3.406,3.068,2.857,3.953,2.386,1.608,1.5,1.308,1.841,0.614,2.041,2.412,1.499,3.09,1.928,2.824,2.315,1.214,1.227,2.255,1.312,2.36,1.817,1.816,1.426,2.308,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,C,T4,B,C-T4-B,PIPO-L-C-T4-B,,,2014,0,0,0,0,0,66,RINGWIDTH,1,PIPO-L-C-T4_both.tif,4/15/2015 14:48,                   ,,1969 8802 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1732.5000 7150.0000 1683.5000 483.5000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,140.2721,0.908,1.244,1.098,1.692,1.333,1.227,1.037,1.162,1.239,1.749,0.863,0.654,0.105,0.826,1.126,2.061,1.818,3.046,1.15,2.476,0.925,1.662,2.562,2.057,1.01,1.656,2.187,1.533,2.33,1.406,2.031,3.088,2.418,1.645,1.67,2.328,1.651,0.816,1.936,1.764,1.486,1.278,1.394,2.528,2.182,2.958,3.716,2.962,3.293,4.169,2.334,2.171,1.72,1.4,1.619,0.971,2.072,3.063,1.467,4.062,2.682,3.77,3.07,1.744,1.514,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,L,D,T5,A,D-T5-A,PIPO-L-D-T5-A,,,2014,0,0,0,0,0,97,RINGWIDTH,1,PIPO-L-D-T5_both.tif,4/15/2015 15:08,                   ,,1870 7758 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],228.0000 7542.0000 162.0000 633.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,146.0733,0.525,0.719,0.184,0.387,0.804,1.058,0.91,1.438,0.742,0.799,0.846,0.202,0.026,0.563,0.942,1.437,1.43,2.496,0.49,2.322,1.445,1.753,1.88,1.394,1.627,1.628,2.116,2.052,2.495,1.353,1.417,2.497,2.326,1.438,1.269,1.608,1.608,0.444,0.973,1.988,1.12,1.375,0.486,0.782,0.971,1.499,1.856,1.88,1.565,1.967,1.1,0.486,0.655,0.655,0.93,0.169,1.248,1.353,0.908,1.288,0.95,1.1,1.078,0.296,0.55,1.286,0.759,1.075,1.014,1.205,1.607,2.009,2.208,2.064,1.455,1.143,2.581,2.222,1.662,1.62,0.905,1.22,2.251,1.332,2.724,2.981,2.615,2.472,3.029,2.074,2.517,3.83,3.018,3.582,3.396,3.094,1.461,,,,,,,,,,,,,,,,,,,,
PIPO,L,D,T5,B,D-T5-B,PIPO-L-D-T5-B,,,2014,0,0,0,0,0,97,RINGWIDTH,1,PIPO-L-D-T5_both.tif,4/15/2015 15:08,                   ,,1870 7758 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1754.0000 5945.5000 1607.5000 294.5000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,119.2035,0.295,0.394,0.04,0.358,0.61,0.611,0.664,0.855,0.473,0.408,0.414,0.095,0.029,0.058,0.375,0.656,0.719,1.65,0.296,1.348,0.972,1.226,0.676,0.951,1.079,0.698,1.311,1.395,1.289,0.719,0.952,1.706,1.344,1.113,1.134,1.239,1.095,0.274,0.739,1.296,0.861,1.142,0.381,0.677,0.698,1.417,1.627,1.119,1.014,1.344,0.712,0.275,0.507,0.485,0.736,0.091,1.139,1.466,0.819,0.946,0.526,0.927,0.994,0.284,0.477,1.248,0.633,0.698,0.691,1.065,1.185,1.629,1.819,2.369,1.333,1.205,1.818,2.37,1.714,1.375,1.269,1.46,2.75,1.354,2.954,3.313,2.136,2.127,2.678,1.858,1.972,3.538,3.354,4.116,3.364,2.872,3.284,,,,,,,,,,,,,,,,,,,,
PIPO,L,D,T8,A,D-T8-A,PIPO-L-D-T8-A,,,2014,0,0,0,0,0,97,RINGWIDTH,1,PIPO-L-D-T8_both.tif,4/15/2015 15:25,                   ,,1870 7758 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],252.0000 6309.0000 204.0000 537.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.1478,0.108,0.054,0.081,0.105,0.087,0.105,0.372,0.27,0.414,0.415,0.35,0.193,0.372,0.126,0.382,0.717,0.757,1.43,0.437,1.306,0.951,1.228,1.692,1.212,1.118,1.144,1.508,1.318,1.221,1.092,1.199,1.409,1.051,0.908,1.539,1.123,0.912,0.097,0.509,1.142,0.478,0.758,0.329,0.492,0.494,1.331,1.346,1.017,1.061,1.242,0.538,0.19,0.476,0.566,0.853,0.084,1.239,1.958,0.778,1.093,0.84,1.048,1.3,0.375,0.715,1.342,0.671,0.859,0.565,1.191,1.297,2.248,2.02,2.277,2.08,1.502,2.134,2.193,1.174,1.215,0.879,1.274,2.108,1.261,2.524,2.707,2.558,2.229,2.381,1.926,2.142,3.125,2.984,3.787,3.669,5.781,1.754,,,,,,,,,,,,,,,,,,,,
PIPO,L,D,T8,B,D-T8-B,PIPO-L-D-T8-B,,,2014,0,0,0,0,0,99,RINGWIDTH,1,PIPO-L-D-T8_both.tif,4/15/2015 15:25,                   ,,1870 7758 8 RGB,Intr 0.021101 0.021161 N,Regent Instruments Inc.  WinDENDRO Reg 2009b,0.0 [0],1686.0000 7404.0000 1628.0000 722.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,140.7605,0.103,0.16,0.106,0.085,0.084,0.358,0.381,0.486,0.485,0.443,0.38,0.485,0.129,0.463,0.446,0.504,1.036,2.326,0.677,2.094,1.35,1.247,1.502,1.27,1.079,0.994,1.438,1.183,1.349,0.89,1.01,1.689,1.139,0.929,1.521,1.393,1.123,0.103,0.803,1.352,0.698,0.868,0.433,0.538,0.444,1.288,1.312,0.973,1.056,1.291,0.504,0.147,0.484,0.675,0.738,0.106,1.289,1.773,1.16,1.437,0.908,0.991,1.553,0.563,0.786,1.94,0.823,1.606,1.248,1.742,1.683,2.727,2.327,2.593,2.572,1.769,2.502,2.213,1.584,1.42,1.337,1.349,2.714,1.472,2.899,3.183,2.861,3.179,2.615,2.439,2.261,3.003,2.982,3.645,3.726,4.137,3.523,4.166,1.217,,,,,,,,,,,,,,,,,,
PIPO,M,A,T3,A,A-T3-A,PIPO-M-A-T3-A,,,2014,0,0,0,0,0,93,RINGWIDTH,1,NotAFile,3/17/2015 13:38,                   ,,2146 9195 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],282.0000 7356.0000 234.0000 1899.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,115.4822,0.209,0.208,0.335,0.126,0.231,0.738,0.295,0.673,0.378,0.419,0.147,0.542,0.331,0.348,0.799,0.335,0.292,0.48,0.355,0.376,0.605,0.46,0.126,0.441,0.46,0.419,0.587,0.377,0.188,0.396,0.315,0.148,0.4,0.232,0.78,0.675,0.718,0.527,0.74,0.296,0.211,0.296,0.528,0.463,0.904,0.501,0.752,0.188,0.65,0.19,0.481,0.82,0.421,1.577,0.527,0.76,0.783,0.592,0.846,0.381,0.885,0.836,1.339,0.9,0.645,0.58,0.522,1.514,1.459,1.154,0.186,0.853,1.434,2.531,1.9,2.513,2.704,2.439,3.185,3.598,0.532,2.738,2.755,3.933,2.995,4.268,3.89,4.844,4.374,4.728,7.046,5.501,1.811,,,,,,,,,,,,,,,,,,,,,,,,
PIPO,M,A,T3,A,A-T3-A,PIPO-M-A-T3-A,,,2014,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,3/17/2015 14:07,                   ,,5303 21949 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],768.0000 19500.0000 630.0000 5253.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,113.0627,0.222,0.057,0.149,0.247,0.075,0.035,0.06,0.058,0.251,0.236,0.129,0.091,0.034,0.217,0.292,0.678,0.394,0.401,0.156,0.553,0.327,0.331,0.358,0.23,0.098,0.139,0.318,0.311,0.479,0.345,0.375,0.612,0.486,0.55,0.456,0.396,0.34,0.047,0.244,0.366,0.181,0.409,0.334,0.525,0.214,0.784,0.673,0.729,0.542,0.718,0.325,0.23,0.27,0.178,0.284,0.063,0.454,0.883,0.526,0.82,0.768,0.665,0.832,0.356,0.557,1.038,0.595,0.742,0.551,0.819,0.848,1.252,0.822,1.334,0.938,0.637,1.135,1.499,1.449,1.178,1.029,1.454,2.503,1.917,2.477,2.7,2.471,3.251,3.688,3.343,2.739,3.99,2.936,4.51,3.845,4.105,3.678,3.452,5.416,3.631,0.597,,,,,,,,,,,,,,,,
PIPO,M,A,T3,B,A-T3-B,PIPO-M-A-T3-B,,,2014,0,0,0,0,0,105,RINGWIDTH,1,NotAFile,3/17/2015 14:07,                   ,,5303 21949 8 RGB,Intr 0.007913 0.007936 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],4587.0000 16014.0000 4518.0000 774.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,119.8835,0.206,0.071,0.111,0.25,0.077,0.122,0.188,0.241,0.107,0.198,0.159,0.173,0.021,0.131,0.29,0.545,0.333,0.365,0.181,0.424,0.404,0.378,0.365,0.249,0.131,0.21,0.29,0.321,0.426,0.229,0.266,0.449,0.294,0.219,0.2,0.301,0.205,0.017,0.155,0.25,0.151,0.301,0.223,0.296,0.162,0.558,0.538,0.453,0.391,0.696,0.297,0.175,0.246,0.205,0.328,0.083,0.645,0.949,0.493,0.522,0.701,0.637,0.768,0.267,0.399,0.663,0.502,0.648,0.457,0.553,0.622,1.183,0.883,1.021,0.677,0.589,1.007,1.303,1.276,1.372,0.84,1.603,2.484,2.324,2.994,3.273,2.389,3.473,3.962,3.664,3.413,4.177,3.254,4.528,4.476,4.962,4.089,4.176,5.829,3.563,4.289,3.371,3.296,3.173,2.728,,,,,,,,,,,,
PIPO,M,B,T01,A,B-T01-A,PIPO-M-B-T01-A,,,2014,0,0,0,0,0,104,RINGWIDTH,1,NotAFile,3/17/2015 14:28,                   ,,3977 24850 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],532.0000 20248.0000 580.0000 1086.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,202.7481,0.36,0.494,0.389,0.756,0.89,0.736,0.809,0.83,0.494,0.85,0.618,0.462,0.264,0.824,0.906,1.178,0.765,1.163,0.766,1.065,0.872,0.851,0.967,0.729,1.056,0.957,0.928,1.023,1.23,0.811,1.023,1.409,1.246,0.841,0.795,0.772,0.74,0.362,0.757,0.926,0.672,0.771,0.677,0.778,0.523,0.902,0.747,0.834,0.663,0.779,0.795,0.854,0.8,1.002,0.826,0.438,0.734,1.387,1.063,1.555,1.444,1.497,2.04,1.332,1.703,2.328,1.917,2.222,1.91,2.416,2.278,2.571,2.674,1.968,2.438,2.371,2.547,2.796,2.636,2.617,2.494,3.126,2.027,1.56,1.335,3.383,3.204,4.825,3.812,3.575,3.458,4.758,3.833,4.637,4.59,5.501,5.241,4.418,6.103,3.474,4.849,4.245,5.085,0.377,,,,,,,,,,,,,
PIPO,M,B,T1,B,B-T1-B,PIPO-M-B-T1-B,,,2014,0,0,0,0,0,102,RINGWIDTH,1,NotAFile,3/17/2015 14:28,                   ,,3977 24850 8 RGB,Intr 0.010551 0.010581 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],3453.0000 24570.0000 3132.0000 3486.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,223.1093,0.668,0.666,0.634,0.73,0.92,0.751,0.889,0.973,0.709,1.227,0.677,0.772,0.338,0.845,1.238,1.523,1.27,1.521,0.935,1.684,1.329,1.433,1.863,1.428,1.721,1.298,1.713,1.587,1.766,1.195,1.257,1.476,1.436,0.954,0.83,0.99,0.822,0.455,0.899,1.289,0.793,1.099,0.835,1,0.617,1.352,1.077,1.003,1.066,0.917,0.884,0.821,0.777,0.6,0.403,0.178,0.328,0.497,0.349,0.528,0.962,1.32,1.751,1.752,1.957,2.352,1.679,2.573,2.422,2.724,2.821,3.619,3.172,3.218,3.124,2.434,3.567,3.433,2.801,3.131,2.91,3.382,3.723,3.738,3.841,4.497,4.781,5.65,4.91,4.89,4.388,6.415,4.575,6.069,5.719,5.926,5.484,4.973,7.296,3.516,5.338,0.203,,,,,,,,,,,,,,,
